[2025-10-23T08:16:23.268+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-23T08:16:23.352+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.staging_table manual__2025-10-23T08:16:06.700378+00:00 [queued]>
[2025-10-23T08:16:23.400+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.staging_table manual__2025-10-23T08:16:06.700378+00:00 [queued]>
[2025-10-23T08:16:23.405+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-23T08:16:23.466+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonDecoratedOperator): staging_table> on 2025-10-23 08:16:06.700378+00:00
[2025-10-23T08:16:23.501+0000] {standard_task_runner.py:63} INFO - Started process 5948 to run task
[2025-10-23T08:16:23.510+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'staging_table', 'manual__2025-10-23T08:16:06.700378+00:00', '--job-id', '82', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmpz5qhfdq2']
[2025-10-23T08:16:23.524+0000] {standard_task_runner.py:91} INFO - Job 82: Subtask staging_table
[2025-10-23T08:16:23.766+0000] {task_command.py:426} INFO - Running <TaskInstance: update_db.staging_table manual__2025-10-23T08:16:06.700378+00:00 [running]> on host 5adcf1b12c4a
[2025-10-23T08:16:24.262+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='gidiboateng200@gmail.com' AIRFLOW_CTX_DAG_OWNER='dataengineers' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='staging_table' AIRFLOW_CTX_EXECUTION_DATE='2025-10-23T08:16:06.700378+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-23T08:16:06.700378+00:00'
[2025-10-23T08:16:24.268+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-23T08:16:24.328+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-10-23T08:16:24.341+0000] {data_loading.py:12} INFO - Processing file: YT_data_2025-10-23
[2025-10-23T08:16:24.418+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-10-23T08:16:24.449+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-10-23T08:16:24.590+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yWEUL3crU_E
[2025-10-23T08:16:24.602+0000] {data_modification.py:78} INFO - Updated row with Video_ID: JgJrQnDIRgg
[2025-10-23T08:16:24.624+0000] {data_modification.py:78} INFO - Updated row with Video_ID: gtkqnhN0VkU
[2025-10-23T08:16:24.631+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oBXSvS2QKxU
[2025-10-23T08:16:24.659+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UTdcX1e0cMA
