[2025-10-22T15:37:02.348+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-22T15:37:02.392+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-22T15:36:43.424971+00:00 [queued]>
[2025-10-22T15:37:02.412+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-22T15:36:43.424971+00:00 [queued]>
[2025-10-22T15:37:02.413+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-22T15:37:02.434+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonDecoratedOperator): core_table> on 2025-10-22 15:36:43.424971+00:00
[2025-10-22T15:37:02.446+0000] {standard_task_runner.py:63} INFO - Started process 2230 to run task
[2025-10-22T15:37:02.451+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'core_table', 'manual__2025-10-22T15:36:43.424971+00:00', '--job-id', '73', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmp0h6ojmeq']
[2025-10-22T15:37:02.454+0000] {standard_task_runner.py:91} INFO - Job 73: Subtask core_table
[2025-10-22T15:37:02.560+0000] {task_command.py:426} INFO - Running <TaskInstance: update_db.core_table manual__2025-10-22T15:36:43.424971+00:00 [running]> on host 5adcf1b12c4a
[2025-10-22T15:37:02.711+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='gidiboateng200@gmail.com' AIRFLOW_CTX_DAG_OWNER='dataengineers' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='core_table' AIRFLOW_CTX_EXECUTION_DATE='2025-10-22T15:36:43.424971+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-22T15:36:43.424971+00:00'
[2025-10-22T15:37:02.715+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-22T15:37:02.730+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-10-22T15:37:02.745+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-10-22T15:37:02.761+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-10-22T15:37:02.839+0000] {data_modification.py:78} INFO - Updated row with Video_ID: gtkqnhN0VkU
[2025-10-22T15:37:02.846+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oBXSvS2QKxU
[2025-10-22T15:37:02.850+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UTdcX1e0cMA
[2025-10-22T15:37:02.865+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oiZvK6MY7tI
[2025-10-22T15:37:02.872+0000] {data_modification.py:78} INFO - Updated row with Video_ID: F0OkwXKcPSE
[2025-10-22T15:37:02.880+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 686PL7rt654
[2025-10-22T15:37:02.884+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zo7i8VTpfNM
[2025-10-22T15:37:02.890+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NfhuGUyWYfQ
[2025-10-22T15:37:02.895+0000] {data_modification.py:78} INFO - Updated row with Video_ID: wIpWCJKfRXs
[2025-10-22T15:37:02.899+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 50G0kIty7Cg
[2025-10-22T15:37:02.902+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 4l97aNza_Zc
[2025-10-22T15:37:02.906+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3ih2bPKSWsQ
[2025-10-22T15:37:02.910+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uA9Zcg3vHvo
[2025-10-22T15:37:02.914+0000] {data_modification.py:78} INFO - Updated row with Video_ID: _AbFXuGDRTs
[2025-10-22T15:37:02.917+0000] {data_modification.py:78} INFO - Updated row with Video_ID: MOGW3v3pJ5Y
[2025-10-22T15:37:02.922+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XNtTO_339kU
[2025-10-22T15:37:02.927+0000] {data_modification.py:78} INFO - Updated row with Video_ID: rB9NynBZ4go
[2025-10-22T15:37:02.931+0000] {data_modification.py:78} INFO - Updated row with Video_ID: R_BmT1OJw98
[2025-10-22T15:37:02.935+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vpRW4JhzfSE
[2025-10-22T15:37:02.940+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qXW93Cois2s
[2025-10-22T15:37:02.943+0000] {data_modification.py:78} INFO - Updated row with Video_ID: r7f0L48dHpc
[2025-10-22T15:37:02.946+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Z4hVGCWH1Kc
[2025-10-22T15:37:02.948+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zxuICI0kL3s
[2025-10-22T15:37:02.951+0000] {data_modification.py:78} INFO - Updated row with Video_ID: R1SFXJo-FlE
[2025-10-22T15:37:02.955+0000] {data_modification.py:78} INFO - Updated row with Video_ID: lQz5aqjZ3lQ
[2025-10-22T15:37:02.959+0000] {data_modification.py:78} INFO - Updated row with Video_ID: EiFcNbXBqeo
[2025-10-22T15:37:02.963+0000] {data_modification.py:78} INFO - Updated row with Video_ID: pzBi1nwDn8U
[2025-10-22T15:37:02.965+0000] {data_modification.py:78} INFO - Updated row with Video_ID: R7oW0LwS_e4
[2025-10-22T15:37:02.969+0000] {data_modification.py:78} INFO - Updated row with Video_ID: BfKI_TQnQvo
[2025-10-22T15:37:02.973+0000] {data_modification.py:78} INFO - Updated row with Video_ID: FWAdfuPpLOc
[2025-10-22T15:37:02.977+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NjlP2_l1Wr0
[2025-10-22T15:37:02.981+0000] {data_modification.py:78} INFO - Updated row with Video_ID: gGcaGdHlt60
[2025-10-22T15:37:02.985+0000] {data_modification.py:78} INFO - Updated row with Video_ID: pe_ejTiIcSs
[2025-10-22T15:37:02.989+0000] {data_modification.py:78} INFO - Updated row with Video_ID: V6In4tmd-w8
[2025-10-22T15:37:02.993+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZGvn9ywXjpY
[2025-10-22T15:37:02.996+0000] {data_modification.py:78} INFO - Updated row with Video_ID: hTSaweR8qMI
[2025-10-22T15:37:02.999+0000] {data_modification.py:78} INFO - Updated row with Video_ID: KCRLP-zBacU
[2025-10-22T15:37:03.002+0000] {data_modification.py:78} INFO - Updated row with Video_ID: c2ukL_zjFCk
[2025-10-22T15:37:03.007+0000] {data_modification.py:78} INFO - Updated row with Video_ID: DZIASl9q90s
[2025-10-22T15:37:03.010+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7qY-qalCI2Y
[2025-10-22T15:37:03.013+0000] {data_modification.py:78} INFO - Updated row with Video_ID: N0pwLtonPdg
[2025-10-22T15:37:03.017+0000] {data_modification.py:78} INFO - Updated row with Video_ID: -4GmbBoYQjE
[2025-10-22T15:37:03.021+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 0yPgljFcTR4
[2025-10-22T15:37:03.025+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TN1wErFGTzM
[2025-10-22T15:37:03.029+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3dxksf0CzS8
[2025-10-22T15:37:03.032+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uyiG6uw-6pA
[2025-10-22T15:37:03.035+0000] {data_modification.py:78} INFO - Updated row with Video_ID: M1STzb7k9L8
